,population,income,house_value,rent,tract,unemployment,poverty,tract_str,tract_str_last6,2014_med,2015_med,2016_med,2017_med,2018_med,2019_med,2020_med,2021_med,2014_rec,2015_rec,2016_rec,2017_rec,2018_rec,2019_rec,2020_rec,2021_rec,total
305,2267,32813,602100,1683,12608,0.03,0.12,8013012608,012608,,,,,,,,,,,,,,,,,0.0
306,1553,17320,331300,1584,12609,0.05,0.4,8013012609,012609,,,,,,,,,,,,,,,,,0.0
307,4228,10366,601400,1455,12610,0.08,0.58,8013012610,012610,,,,,,,,,,,,,,,,,0.0
308,5900,55037,861000,2210,12701,0.05,0.03,8013012701,012701,9.0,21.0,33.0,45.0,57.0,69.0,81.0,93.0,9.0,21.0,33.0,45.0,57.0,69.0,81.0,93.0,186.0
309,5525,49405,469900,1744,12705,0.08,0.12,8013012705,012705,0.0,0.0,12.0,24.0,36.0,48.0,60.0,72.0,,0.0,12.0,24.0,36.0,48.0,60.0,72.0,144.0
310,2399,26315,593800,-666666666,12707,0.04,0.14,8013012707,012707,0.0,12.0,24.0,36.0,48.0,60.0,,71.0,0.0,12.0,27.0,42.0,54.0,66.0,,77.0,148.0
311,4500,54729,723600,1793,12708,0.04,0.05,8013012708,012708,,,,,,,,,,,,,,,,,0.0
312,2097,37292,614100,2596,12709,0.13,0.17,8013012709,012709,,,,,,,,,,,,,,,,,0.0
313,3580,67021,1034200,1822,12710,0.02,0.04,8013012710,012710,0.0,13.0,40.0,76.0,112.0,148.0,184.0,220.0,0.0,13.0,64.0,124.0,184.0,248.0,318.0,368.0,588.0
314,8148,71602,611900,3501,12801,0.03,0.06,8013012801,012801,,,,,,,,,,,,,,,,,0.0
315,6842,61103,563400,2778,12802,0.08,0.03,8013012802,012802,,,,,,,,,,,,,,,,,0.0
316,2681,62216,778100,2667,12903,0.04,0.03,8013012903,012903,,,,,,,,,,,,,,,,,0.0
317,6086,53999,545000,2154,12904,0.03,0.03,8013012904,012904,,,,,,,,,,,,,,,,4.0,0.0
318,2851,41740,493100,1679,12905,0.07,0.05,8013012905,012905,,,,,,,,,,,,,,,,,0.0
319,3573,56568,461600,2067,12907,0.01,0.03,8013012907,012907,,,,,,,,,,,,,,,,,0.0
320,7603,56031,733400,1720,13003,0.05,0.05,8013013003,013003,,,,,,,,,,,3.0,15.0,20.0,22.0,34.0,46.0,0.0
321,3339,71458,705500,2259,13004,0.03,0.02,8013013004,013004,,,,,,,,,,,,,,,,,0.0
322,2984,54519,639900,1642,13005,0.02,0.05,8013013005,013005,,,,,,,,,,,,,,,10.0,17.0,0.0
323,6141,55204,638800,1832,13006,0.02,0.06,8013013006,013006,,,,,,,,,,,,,,,,,0.0
324,2118,43092,673600,1490,13201,0.04,0.12,8013013201,013201,4.0,16.0,40.0,64.0,78.0,90.0,102.0,114.0,4.0,16.0,43.0,79.0,129.0,165.0,178.0,190.0,304.0
325,1541,46985,1099800,99,13202,0.01,0.01,8013013202,013202,,,,,,,,,,,,,,,,,0.0
326,5124,58899,674600,1171,13205,0.06,0.05,8013013205,013205,,,,,,,,,,,,,,,,11.0,0.0
327,4169,37434,473100,1554,13207,0.04,0.07,8013013207,013207,,,,,,,,,,,,,,,,,0.0
328,6451,42470,457400,1654,13208,0.05,0.03,8013013208,013208,,,,,,,,,,,,,,,,,0.0
329,6006,35662,359500,1409,13210,0.08,0.09,8013013210,013210,0.0,12.0,24.0,29.0,37.0,49.0,61.0,73.0,0.0,12.0,24.0,29.0,37.0,49.0,61.0,73.0,146.0
330,6288,46019,585200,1180,13211,0.05,0.08,8013013211,013211,,,,,,,,,,,,,16.0,40.0,64.0,82.0,0.0
331,5249,48919,490200,1798,13212,0.04,0.05,8013013212,013212,,,,,,,,,,,,,,,,,0.0
332,5574,64226,613700,1874,13214,0.04,0.02,8013013214,013214,,,,,,,,,,,,,,,,,0.0
333,5541,45987,513800,1612,13215,0.05,0.15,8013013215,013215,,,,,,,,,,,,,,,,,0.0
334,4736,42976,472300,1438,13302,0.03,0.15,8013013302,013302,0.0,12.0,24.0,36.0,48.0,60.0,72.0,84.0,0.0,12.0,24.0,36.0,64.0,76.0,88.0,100.0,184.0
335,5765,38389,366400,1696,13305,0.03,0.11,8013013305,013305,,,,,,,,,,,,,,,,,0.0
336,4792,36854,340700,1422,13306,0.02,0.11,8013013306,013306,,,,,,,,,,,,,8.0,20.0,32.0,44.0,0.0
337,3926,41701,368500,1354,13307,0.06,0.07,8013013307,013307,,,,,,,,,,,,,,,,,0.0
338,3556,33061,327600,1484,13308,0.04,0.13,8013013308,013308,,,,,,,,,,,,,,,,,0.0
339,3458,32012,353000,1260,13401,0.09,0.12,8013013401,013401,,,,,,,,,,,,,,,,,0.0
340,8126,44649,386200,1620,13402,0.04,0.07,8013013402,013402,,,,,,,,,,,,,12.0,36.0,52.0,67.0,0.0
341,5031,32561,325600,1199,13503,0.04,0.11,8013013503,013503,,,,,,,,,,,,,,,,,0.0
342,4916,36968,357400,1236,13505,0.03,0.06,8013013505,013505,,,,,,,,,,,,,,,,,0.0
343,4674,56071,448500,1593,13506,0.04,0.03,8013013506,013506,,,,,,,,,,,,,,,,,0.0
344,3768,38915,358700,1726,13507,0.06,0.05,8013013507,013507,,,,,,,,,,,,,,,,,0.0
345,7800,40153,461900,1848,13508,0.03,0.06,8013013508,013508,,,,,,,,,,,,,,,,,0.0
346,4031,54149,700300,1545,13601,0.03,0.05,8013013601,013601,0.0,24.0,51.0,78.0,110.0,137.0,161.0,185.0,0.0,24.0,48.0,72.0,104.0,142.0,166.0,210.0,395.0
347,1250,46473,396600,1625,13602,0.05,0.04,8013013602,013602,,,,,,,,,,,,,,,,,0.0
348,1328,55000,438000,1335,13703,0.02,0.11,8013013703,013703,,,,,,,,,,,,,,,,,0.0
349,4772,51234,798900,1547,13704,0.1,0.12,8013013704,013704,,,,,,,,,,,,,,,,,0.0
350,1976,39598,473000,1229,13705,0.02,0.17,8013013705,013705,0.0,0.0,1.0,4.0,16.0,28.0,40.0,52.0,0.0,0.0,16.0,32.0,64.0,100.0,148.0,192.0,244.0
351,3834,54783,610300,2781,13706,0.07,0.05,8013013706,013706,,,,,,,,,,,,,,,,,0.0
352,4881,50906,578200,2010,60601,0.04,0.05,8013060601,060601,,,,,,,,,,,,,,,,,0.0
353,1292,32228,672300,2467,60602,0.01,0.14,8013060602,060602,,,,,,,,,,,,,,,,,0.0
354,3109,57921,756800,1797,60700,0.05,0.04,8013060700,060700,,,,,,,,,,,,,,10.0,11.0,21.0,0.0
355,3490,52967,477900,1726,60801,0.03,0.05,8013060801,060801,,,,,,,,,,,,,,,,,0.0
356,5088,38225,226100,1617,60802,0.02,0.07,8013060802,060802,,,,,,,,,,,,,,,,,0.0
357,5361,53351,430600,1569,60900,0.04,0.07,8013060900,060900,0.0,12.0,24.0,39.0,63.0,87.0,111.0,130.0,0.0,12.0,24.0,40.0,76.0,112.0,148.0,177.0,307.0
358,3369,63966,717800,3501,61300,0.04,0.01,8013061300,061300,,,,,,,,,,,,,,,,,0.0
359,4101,57382,650200,2681,61400,0.02,0.02,8013061400,061400,,,,,,,,,,,,,,,,,0.0
360,3620,41522,394500,1243,30000,0.05,0.04,8014030000,030000,,,,,,,,,,,,,,,,,0.0
361,2426,42395,387300,1188,30100,0.05,0.05,8014030100,030100,,,,,,,,,,,,,,,,,0.0
362,2172,43344,328100,1791,30200,0.04,0.06,8014030200,030200,,,,,,,,,,,,,,,,,0.0
363,4235,41875,444700,1454,30300,0.01,0.06,8014030300,030300,,,,,,,,,,,,,,,,,0.0
364,4173,54205,492200,2231,30400,0.04,0.03,8014030400,030400,,,,,,,,,,,,,,,,,0.0
365,5703,78782,588400,2658,30500,0.04,0.03,8014030500,030500,,,,,,,,,,,,,,,,,0.0
366,5787,41727,345000,1978,30600,0.04,0.02,8014030600,030600,,,,,,,,,,,,,,,,,0.0
367,3443,54817,418100,2157,30700,0.01,0.05,8014030700,030700,,,,,,,,,,,,,,,,,0.0
368,6088,50940,448900,2299,30800,0.02,0.07,8014030800,030800,,,,,,,,,,,,,,,,,0.0
369,5796,55276,516400,1702,30900,0.03,0.02,8014030900,030900,,,,,,,,,,,,,,,,,0.0
370,5928,69327,569900,2083,31000,0.03,0.04,8014031000,031000,,,,,,,,,,,,,,,,,0.0
371,2813,54073,468100,1757,31101,0.09,0.07,8014031101,031101,,,,,,,,,,,,,,,,,0.0
372,1937,48571,-666666666,1989,31102,0.04,0.15,8014031102,031102,,,,,,,,,,,,,,,,,0.0
373,1716,48812,593200,1783,31103,0.0,0.04,8014031103,031103,,,,,,,,,,,,,,,,,0.0
374,1243,48450,-666666666,1861,31104,0.01,0.07,8014031104,031104,,,,,,,,,,,,,,,,,0.0
375,2245,54761,365400,1863,31201,0.02,0.13,8014031201,031201,,,,,,,,,,,,,,,,,0.0
376,2838,41028,412800,1608,31202,0.02,0.03,8014031202,031202,,,,,,,,,,,,,,,,,0.0
377,2736,82105,778000,-666666666,31300,0.03,0.0,8014031300,031300,,,,,,,,,,,,,,,,,0.0
378,1759,47619,640400,2178,31401,0.07,0.03,8014031401,031401,,,,,,,,,,,,,,,,,0.0
379,1259,74542,542800,1763,31402,0.0,0.0,8014031402,031402,,,,,,,,,,,,,,,,,0.0
380,4780,100096,681900,2843,31403,0.03,0.02,8014031403,031403,,,,,,,,,,,,,,,,,0.0
381,0,-666666666,-666666666,-666666666,980100,,,8014980100,980100,0.0,40.0,133.0,241.0,338.0,441.0,514.0,588.0,0.0,24.0,104.0,212.0,309.0,413.0,498.0,584.0,1172.0
382,0,-666666666,-666666666,-666666666,980200,,,8014980200,980200,,,,,,,,,,,,,,,,,0.0
383,0,-666666666,-666666666,-666666666,980300,,,8014980300,980300,,,,,,,,,,,,,,,,,0.0
384,2475,29773,341300,1126,100,0.02,0.15,8015000100,000100,11.0,47.0,83.0,119.0,155.0,191.0,225.0,243.0,11.0,47.0,83.0,123.0,174.0,234.0,292.0,330.0,573.0
385,4895,36133,454900,1359,200,0.03,0.15,8015000200,000200,8.0,44.0,80.0,116.0,144.0,168.0,192.0,209.0,8.0,80.0,152.0,220.0,284.0,348.0,424.0,480.0,689.0
386,3410,39522,512900,905,300,0.01,0.09,8015000300,000300,0.0,24.0,77.0,125.0,173.0,221.0,269.0,308.0,0.0,28.0,108.0,182.0,278.0,392.0,512.0,609.0,917.0
387,4429,31322,350000,1098,402,0.01,0.06,8015000402,000402,8.0,64.0,108.0,137.0,148.0,153.0,165.0,171.0,4.0,36.0,69.0,98.0,131.0,202.0,262.0,335.0,506.0
